,adjusted_close,date,high,low,open,symbol,volume,volume_adi,volume_obv,volume_cmf,volume_fi,volume_mfi,volume_em,volume_sma_em,volume_vpt,volume_nvi,volume_vwap,volatility_atr,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,volatility_dcm,volatility_dcw,volatility_dcp,volatility_ui,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_adx,trend_adx_pos,trend_adx_neg,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_cci,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,trend_stc,momentum_rsi,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_kama,momentum_roc,momentum_ppo,momentum_ppo_signal,momentum_ppo_hist,others_dr,others_dlr,others_cr
2021-02-22,126.0,2021-02-22,129.72,125.6,128.01,AAPL,102886922.0,-324435147.3192075,525531665.0,-0.2165463726160339,210531337.24727046,67.26718157913095,20.46246460750378,3.204396825110517,758396.831736373,1124.737995847182,122.77500230485751,5.643115,122.93999999999997,129.34667833379567,116.53332166620427,10.422447265000322,0.7388133007910126,0.0,0.0,123.69878333333334,128.43913333333333,118.95843333333332,7.664343774871416,0.7427264512817273,0.0,0.0,116.21,129.72,122.965,10.989100374166267,0.7246484085862326,0.0,2.3377179341179897,1.6792366451468188,0.6584812889711709,122.93999999999997,122.93999999999997,122.74321292969421,120.40549499557622,0.0,0.0,0.0,0.5851724362915938,0.3985758570837484,0.1865965792078454,0.2006357124432777,10.964715057147435,122.49566722952031,-41.54079797739058,510.53358293220805,493.65036981656,16.88321311564806,124.055,122.965,123.51,122.965,230.334796,230.4596181,24.0,4.0,20.0,118.39,128.72,1.0,0.0,0.0,67.33622058995515,0.0,0.0,0.0,86.9305401554861,48.94030726597382,72.46484085862326,74.2215603288403,-27.535159141376738,0.8443272727272557,124.43653595888794,0.0,-5.117206186265907,-3.228337807655609,-1.8888683786102982,0.11123470522802492,0.11117288526900637,8.284633894809224
2021-02-19,129.87,2021-02-19,130.71,128.8,130.24,AAPL,87668834.0,-313878167.30873674,613200499.0,-0.19791880060179695,228923773.00908902,69.36994866925,4.564278794902209,3.3280224587279434,2807131.5801191838,1159.2835200053455,123.16297844776236,5.549803500000001,123.51749999999997,130.7493283764665,116.28567162353343,11.709803673919145,0.9392042834334972,0.0,0.0,124.64728333333332,129.14213333333333,120.15243333333333,7.212110653033353,1.0809667360052806,1.0,0.0,116.21,130.71,123.46000000000001,11.7392272350072,0.9420689655172412,0.0,2.733072269392906,1.8900037699960364,0.8430684993968698,123.51749999999997,123.51749999999997,123.83964170974126,121.10656944034835,0.0,0.0,0.0,0.6083027272860796,0.3891689009518724,0.2191338263342072,0.22641052537516654,11.898613911939865,160.52383071861516,-7.15749999999997,514.3412404946522,499.05969834721316,15.28154214743904,124.55000000000001,123.46000000000001,124.00500000000001,123.46000000000001,230.334796,230.4596181,48.0,4.0,44.0,118.39,128.72,0.0,0.0,0.0,73.55927351344326,0.0,0.0,0.0,85.83234107999121,52.59884903327314,94.20689655172413,81.27000892628418,-5.79310344827588,1.6508708333333288,124.8358708913534,0.0,-7.6275826586865225,-4.108186777861792,-3.5193958808247308,3.0714285714285694,3.0252043170521326,11.610519078721214
2021-02-18,129.71,2021-02-18,129.995,127.41,129.2,AAPL,96856748.0,-238378613.25844628,516343751.0,-0.14166011478393203,194006508.3392192,64.79781279008922,-2.809006657956379,2.8166033656709164,2573357.9828506582,1159.2835200053455,123.50115561966037,5.253323150000002,123.99384615384612,131.68590614985814,116.3017861578341,12.40716412081943,0.8715619644878908,0.0,0.0,125.47278333333334,129.72813333333335,121.21743333333333,6.782905243594007,0.9978693487805541,0.0,0.0,116.21,130.71,123.46000000000001,11.694128740880455,0.9310344827586208,0.0,2.998913161481312,2.1117856482930915,0.8871275131882204,124.62999999999998,123.99384615384612,124.74277375439645,121.74386059291514,0.0,0.0,0.0,0.6046854288724735,0.41115274210369746,0.193532686768776,0.2534191404966854,12.781465730015729,118.20199432797081,-2.5738461538461195,518.6059488283811,504.00216069662173,14.603788131759359,124.55000000000001,123.46000000000001,124.00500000000001,123.46000000000001,230.334796,230.4596181,48.0,4.0,44.0,118.8828,128.72,0.0,0.0,0.0,72.94054551571567,0.0,0.0,0.0,84.83459635417876,51.21303545512164,93.10344827586208,86.5917285620698,-6.896551724137924,2.3160192307692284,125.30424013104057,11.473014781711937,-9.0636322654121,-5.099275875371854,-3.964356390040246,-0.12320012320011786,-0.12327607694171405,11.473014781711942
2021-02-17,130.84,2021-02-17,132.22,129.47,131.25,AAPL,97372199.0,-238732693.9820823,613715950.0,-0.13411025487312242,182009947.84361643,67.01404263022431,6.050880087446721,3.0653938827305938,728953.8016441143,1159.2835200053455,123.90277065125905,5.002990835000001,124.48285714285711,132.69116801336747,116.27454627234674,13.187857443038073,0.8872381880650939,0.0,0.0,126.23678333333332,130.38013333333333,122.09343333333334,6.564409977176486,1.055494547487742,1.0,0.0,116.21,132.22,124.215,12.861208657531739,0.913803872579638,2.129046544872071,3.2631598642687436,2.342060491488222,0.9210993727805215,125.41499999999996,124.48285714285711,125.68080856141239,122.41764869714365,0.0,0.0,0.0,0.634070449409817,0.4054975225810352,0.22857292682878183,0.2813617909101789,13.638449141923621,134.80360955846865,-4.352857142857118,522.126233424139,507.9359431563953,14.190290267743649,125.305,124.215,124.76,124.215,230.334796,230.4596181,56.00000000000001,4.0,52.00000000000001,119.35588800000001,128.72,0.0,0.0,0.0,74.56756736142502,0.41366610444434626,0.0,0.0,84.04000607439505,56.88218163154181,91.3803872579638,92.89691069518331,-8.619612742036196,3.231125000000006,125.793920767172,7.758194696096196,-10.130091885171948,-6.105439077331873,-4.024652807840075,0.8711741577364762,0.8674013317601315,12.444138879339972
2021-02-16,133.19,2021-02-16,136.01,132.79,135.49,AAPL,80576316.0,-299290049.4851876,694292266.0,-0.16084818927006128,183059147.09452832,68.68480649621479,14.20653185484426,3.861189452167284,2295502.0291271238,1180.1052585563434,124.9264377497899,5.0196917515,125.0633333333333,134.10512273342195,116.02154393324466,14.459536874791942,0.9493948214822953,0.0,0.0,127.00811666666667,131.10246666666666,122.91376666666667,6.447383218421591,1.2549285397356533,1.0,0.0,116.21,136.01,126.10999999999999,15.831978464244784,0.8575757575757579,2.129046544872071,3.6204681372301906,2.597742020636616,1.0227261165935744,126.50333333333329,125.0633333333333,126.83606878273356,123.21560064550337,0.0,0.0,0.0,1.0244947948560927,0.6054686693684329,0.41902612548765983,0.3119346358633093,14.499784550791324,164.76110566273763,-3.003333333333302,525.2095980532623,510.6716750422313,14.537923011031012,127.19999999999999,126.10999999999999,126.65499999999999,126.10999999999999,230.334796,230.4596181,60.0,4.0,56.0,120.12773472,128.72,0.0,0.0,0.0,77.58591625945444,0.48325285191274986,0.0,0.0,83.47556471308536,61.86056177342145,84.70715835141002,89.73033129507861,-15.292841648589986,4.952550000000002,126.3967615776981,10.871555814534258,-12.05898869083737,-7.2961490000329725,-4.762839690804398,1.7960868236013505,1.7801477542755961,14.463733241663789
2021-02-12,135.37,2021-02-12,135.53,133.6921,134.35,AAPL,60145130.0,-249616893.80370313,754437396.0,-0.12995167196573293,175638752.28102434,67.08057015366583,0.6449213676984727,3.6745817805569025,2431651.7335937796,1199.4207436802478,125.73738059721055,4.75172257635,125.70749999999998,135.78427403735935,115.63072596264061,16.032096791932656,0.9794441139682483,0.0,0.0,127.87751999999998,131.64166,124.11338,5.887101970698209,1.495244597703593,1.0,0.0,116.21,136.01,126.10999999999999,15.75085018793628,0.9676767676767684,2.129046544872071,4.033054754083395,2.884804567325972,1.1482501867574229,127.61249999999995,125.70749999999998,128.14898127769763,124.11592652361423,0.0,25.72667362695094,12.023115237037606,1.0292366076893715,0.6176615034529434,0.4115751042364282,0.3457718448198545,15.31201859466849,153.31059145856534,-0.5874999999999773,520.9940737229052,513.1119172036905,7.882156519214732,127.19999999999999,126.10999999999999,126.65499999999999,126.10999999999999,230.334796,230.4596181,64.0,4.0,60.0,121.3983159424,128.72,0.0,0.0,0.0,79.961743134481,0.6716293741948031,0.5228494435172997,0.0,83.1056514335707,60.33476402748233,96.36776390465388,90.81843650467589,-3.632236095346122,5.762066250000032,127.0843210266835,10.904473209896775,-15.053900825998218,-8.847699365226022,-6.206201460772196,1.636759516480213,1.6235089984755646,16.33722928841528
2021-02-11,135.13,2021-02-11,136.39,133.77,135.9,AAPL,64280029.0,-247163457.5823292,690157367.0,-0.12450781398962328,148343615.2465922,64.85625459406123,1.9114008178185002,3.5400642929086326,870467.8756221024,1199.4207436802478,126.72762460699475,4.538550318714997,126.26176470588234,136.99627690947756,115.52725250228713,17.00358335494595,0.9130711822726092,0.0,0.0,129.14351999999997,132.80466,125.48238,5.669877977617467,1.317570483510598,1.0,0.0,116.21,136.39,126.29999999999998,15.982669058212393,0.9375619425173444,2.1105589637052278,4.291200339890523,3.1660837218388824,1.1251166180516403,128.44666666666663,126.26176470588234,129.22298415805184,124.93178381816132,0.0,26.002372171473326,11.556100539194206,1.0157722498453183,0.6162105749662675,0.3995616748790508,0.37907600453669793,16.127265536813432,136.91700325211184,1.528235294117664,519.3086064112621,515.5406308680186,3.7679755432434376,127.38999999999999,126.29999999999998,126.84499999999998,126.29999999999998,230.334796,230.4596181,64.0,4.0,60.0,122.567250667008,128.72,0.0,0.0,0.0,78.96933184627338,0.6430682836307361,0.5993168365794297,0.0,82.6593504025777,55.33833505018227,93.00000000000004,91.35830741868797,-6.999999999999955,6.28710411764709,130.11372932935848,8.000319693094623,-17.185831628563,-10.51532581789342,-6.670505810669582,-0.17729186673561825,-0.1774492147700535,16.130972842901347
2021-02-10,135.39,2021-02-10,136.99,134.4,136.48,AAPL,72647988.0,-264273601.47422227,762805355.0,-0.1284270535921582,129850024.05136465,64.08725402421697,2.1925590010834513,3.0445502976945695,25816.777201238117,1199.4207436802478,127.44219218349183,4.343695286843498,126.76888888888887,138.0079277740306,115.52985000374713,17.731541206443165,0.8835341793553371,0.0,0.0,130.43656999999996,133.76486000000003,127.10828000000001,5.103308067668463,1.2441403844015928,1.0,0.0,116.21,136.99,126.6,16.39203449847493,0.9230028873917218,2.1105589637052278,4.465289327746348,3.4259248430203755,1.0393644847259722,129.07999999999996,126.76888888888887,130.17175582604386,125.70646649829752,0.0,25.889740948066247,11.097208583710605,1.0027760656019096,0.6485507189838247,0.3542253466180849,0.41009200015344227,16.948492437248863,126.73754857226896,-5.508888888888862,518.7544295697521,517.3831865772538,1.3712429924983098,127.69,126.6,127.145,126.6,230.334796,230.4596181,72.0,4.0,68.0,123.9495256003072,128.72,0.0,0.0,0.0,79.26950095052842,0.6517069973102703,0.6554682183786031,0.5925448328251108,82.29280477729999,59.245806358589064,91.39784946236547,93.58853778900645,-8.602150537634527,7.1714711111111455,132.24108292376945,5.9472572188747,-18.193377962635346,-12.050936246841804,-6.142441715793542,0.19240731147782686,0.19222244570249458,16.354417325541416
2021-02-09,136.01,2021-02-09,137.877,135.85,136.62,AAPL,75986989.0,-328264617.8644545,838792344.0,-0.15384334018542906,118030296.78402689,63.59057349763154,3.1170461300947276,2.466450867060854,487752.07083642524,1199.4207436802478,128.0096865739176,4.15802575815915,127.2552631578947,138.94714494497208,115.56338137081734,18.37547854122217,0.8743938316149239,0.0,0.0,131.65646999999996,134.85446000000002,128.45848,4.858082553785629,1.1806666062120226,1.0,0.0,116.21,137.877,127.0435,17.026407758959422,0.913832094890847,2.110558963705228,4.600256035294393,3.660791081475179,0.9394649538192139,130.30916666666664,127.2552631578947,131.06994723742173,126.46969120212734,0.0,26.275335770315156,10.659488762173229,1.0158219343854575,0.7010690947329756,0.3147528396524819,0.43827414128614073,17.75250241413399,124.75804217178612,-6.265263157894708,514.1912227259187,518.2294373513868,-4.038214625468072,131.7385,127.0435,129.391,127.0435,230.334796,230.4596181,76.0,4.0,72.0,125.51438252827033,128.72,0.0,0.0,0.0,80.00248084952963,0.6728017848502468,0.6558590219304178,0.636881358962817,82.0142777831802,53.94462712015966,90.41925386154864,91.60570110797137,-9.580746138451367,7.853657368421082,133.71158167098872,12.163945241629543,-18.61875068595833,-13.36449913466511,-5.254251551293219,0.457936332077713,0.45689099376424736,16.88724647645239
2021-02-08,136.91,2021-02-08,136.96,134.92,136.03,AAPL,71297214.0,-260462365.3350435,910089558.0,-0.11812050820134927,110335610.47202313,65.35853246365363,-2.6423753388176254,2.752785013960566,819757.1387308002,1207.3575032516926,128.58813153171457,3.9462231823432368,127.73799999999997,139.88607573239477,115.58992426760517,19.020300509472207,0.8775083479081963,0.0,0.0,132.91746999999992,135.48746,130.34748000000002,3.867046220485526,1.2767598317503188,1.0,0.0,116.21,137.877,127.0435,16.962062972647153,0.9553699173858858,2.110558963705228,4.725369483825844,3.8737067619453125,0.8516627218805315,131.6358333333333,127.73799999999997,131.968416893203,127.24304740937716,0.0,25.390637584965052,11.83554980068814,1.0393923658478614,0.6869927214159346,0.35239964443192684,0.4637758197630754,18.54974676032022,109.05730121407454,-2.387999999999977,508.50253626188413,518.0037654991286,-9.501229237244445,132.64350000000002,127.0435,129.8435,127.0435,230.334796,230.4596181,80.0,4.0,76.0,127.24514897431249,128.72,0.0,0.0,0.0,81.04992012842212,1.0,0.7748362607201723,0.6953878336763978,81.8300824825015,53.39742758642313,95.03771745266069,92.28494025885824,-4.962282547339316,7.738470000000049,134.96502573410748,13.15811224068105,-19.222931452471936,-14.536185598226476,-4.68674585424546,0.6617160502904174,0.6595363201002513,17.66070814712959
